ID_Temps,ID_Condition,Temperature,Humidite,Vitesse_Vent
59338,35,7.19,0.87,12.3
23684,12,3.29,0.96,6.26
38501,14,8.31,0.74,30.96
53313,12,30.09,0.37,9.35
29097,12,22.82,0.61,16.68
12897,9,14.33,0.96,3.22
4512,35,20.99,0.82,3.93
20706,35,17.2,0.99,10.95
26983,9,17.19,0.75,22.46
36654,15,21.7,0.81,3.08
23409,9,15.54,0.94,3.83
58446,9,18.22,0.74,6.79
34510,12,22.73,0.48,16.2
3332,12,25.97,0.38,13.77
9304,12,18.82,0.56,21.96
6356,12,31.16,0.43,5.52
5400,11,-1.62,0.92,0.0
4225,12,4.84,0.93,9.06
4519,9,12.69,0.84,14.1
28806,12,17.29,0.7,17.02
49413,12,13.19,0.92,3.22
11390,12,14.88,0.96,3.22
13527,15,18.01,0.81,13.67
48805,35,2.16,0.73,0.29
36670,24,-1.62,0.96,2.83
45627,9,8.92,0.83,22.36
50059,12,21.18,0.49,10.66
48008,9,8.98,0.88,17.13
37269,12,17.92,0.58,4.49
16608,35,25.71,0.42,21.54
51545,15,22.81,0.62,7.95
27303,15,19.88,0.56,13.59
34814,9,16.08,0.82,13.8
6066,12,17.76,0.45,8.45
20727,15,11.11,0.74,3.22
43548,12,26.08,0.3,14.76
52731,5,-0.6,0.7,33.68
24919,11,-0.01,0.9,5.84
41201,9,2.21,0.78,16.7
2733,9,0.02,1.0,3.3
31796,11,-10.0,0.84,3.22
55434,35,1.11,0.85,14.49
3679,23,-1.01,0.68,5.83
40360,11,-10.0,0.73,12.88
21638,9,5.0,0.86,8.05
32441,12,6.2,0.76,9.53
21338,21,0.0,0.92,11.27
33655,12,0.02,0.82,16.79
45022,35,3.89,0.89,12.88
11735,12,32.71,0.41,4.72
10227,12,23.84,0.69,9.29
44726,12,21.12,0.61,6.41
8762,15,17.22,0.85,6.44
43286,9,18.87,0.72,16.6
49133,12,30.88,0.44,3.7
40374,12,32.06,0.42,2.72
14724,12,3.89,0.64,8.05
58182,25,13.75,0.34,34.28
30628,9,24.25,0.46,3.19
595,35,12.27,0.93,6.92
18992,12,13.89,0.8,3.22
20465,9,14.74,0.71,10.03
42964,9,7.61,0.77,21.2
24647,35,9.91,0.94,12.32
13272,35,16.27,0.97,5.47
30056,12,23.73,0.54,13.72
59107,13,5.91,0.93,12.59
46245,33,-2.83,0.85,4.85
33362,12,7.38,0.83,15.79
55473,12,7.86,0.76,9.42
46565,33,-7.08,0.67,20.69
3719,24,-0.12,0.92,6.63
32149,12,0.67,0.92,6.91
28552,33,-11.1,0.82,9.1
36125,9,14.92,0.68,11.04
2785,15,24.99,0.68,2.95
49162,12,21.56,0.9,3.19
25861,9,19.91,0.87,12.91
10564,12,18.86,0.79,1.47
37330,9,22.78,0.44,14.36
57933,12,22.38,0.45,11.06
50119,15,2.74,0.89,20.62
14768,9,13.8,0.78,9.45
29500,33,-10.1,0.91,9.18
7341,35,11.18,0.92,21.9
15756,12,20.92,0.38,11.27
14773,9,13.96,0.72,7.94
48890,35,14.56,0.93,6.68
2795,15,5.86,0.93,6.44
28897,12,17.71,0.53,7.84
20791,13,4.3,0.96,6.1
54596,12,2.37,0.84,10.34
3743,12,15.13,0.41,12.67
23499,12,12.66,0.9,4.65
24394,9,16.56,0.84,8.0
4310,9,17.22,0.58,3.35
38612,9,21.12,0.53,25.16
55497,9,18.88,0.65,23.63
6451,15,14.93,0.93,9.5
21408,9,22.77,0.57,10.29
39518,15,18.07,0.98,11.27
48621,15,13.26,0.78,3.08
27989,15,14.33,0.93,3.06
4036,9,22.27,0.73,11.37
50729,25,17.87,0.77,33.26
57650,12,12.76,0.63,7.5
5820,15,5.22,0.75,6.34
7643,12,16.18,0.35,12.83
3118,12,27.83,0.4,20.82
46001,12,20.93,0.74,12.06
24706,12,23.57,0.64,10.5
37074,24,-2.22,0.96,9.6
4904,21,-3.98,0.85,9.23
5518,11,-3.89,0.85,1.13
37081,14,7.87,0.61,35.56
347,12,7.89,0.53,28.21
57357,25,11.08,0.86,32.2
27100,35,8.4,0.75,11.75
21427,9,7.31,0.7,22.59
47490,35,17.69,0.84,3.7
25292,15,23.36,0.55,6.04
22642,15,21.19,0.63,1.53
58569,9,17.11,0.84,3.03
47230,12,27.32,0.4,4.33
58576,35,6.11,0.93,24.13
54924,9,4.93,0.86,15.65
32841,12,8.77,0.72,8.57
30123,9,6.21,0.7,6.73
4353,9,14.03,0.9,3.36
54929,12,16.0,0.79,8.61
54646,35,3.88,0.71,23.35
49228,12,0.15,0.83,6.26
14221,9,7.2,0.86,4.97
3792,12,0.31,0.74,15.65
38670,13,8.99,0.93,11.77
17007,12,9.98,0.66,20.33
40756,35,9.86,0.67,9.6
43059,15,16.18,0.41,3.41
35583,15,19.03,0.28,1.72
40758,9,16.11,0.56,17.36
27124,15,6.12,0.83,11.27
45472,9,21.08,0.38,14.67
50175,15,22.24,0.27,3.19
57690,12,8.82,0.75,3.22
12478,13,12.46,0.85,1.85
15826,9,15.13,0.83,3.8
10920,9,17.82,0.59,15.42
1310,12,20.16,0.56,14.33
55895,12,7.53,0.79,8.57
41038,15,22.43,0.57,5.26
10927,9,28.61,0.34,1.24
21760,12,22.2,0.53,21.24
35915,11,-0.02,0.83,12.64
12775,35,7.64,0.93,6.09
46938,33,-2.07,0.81,15.78
58887,11,-6.02,0.92,2.95
47526,15,0.46,0.87,14.18
6841,23,-2.25,0.4,9.08
22387,35,5.07,0.65,17.53
45769,5,-2.85,0.85,29.19
18501,12,25.02,0.45,11.25
21476,12,19.98,0.87,3.22
25334,12,30.0,0.34,10.93
9787,9,22.16,0.65,13.07
4978,12,14.12,0.54,21.43
55588,23,-1.72,0.86,3.8
2595,9,12.38,0.42,9.8
48693,35,8.76,0.49,22.46
37435,12,23.57,0.59,8.26
10357,12,29.78,0.41,1.98
8007,9,11.64,0.77,11.21
14257,12,5.03,0.86,7.91
22697,33,-1.57,0.85,6.67
37765,12,21.03,0.46,3.57
19126,25,14.95,0.57,33.33
59795,35,12.87,0.71,9.63
8894,9,11.09,0.86,7.81
27478,35,12.22,0.72,15.49
57745,12,13.89,0.59,4.83
43422,35,20.56,0.73,6.44
27491,12,27.69,0.34,6.38
55299,9,20.0,0.84,8.05
22417,35,2.78,0.76,24.15
28679,35,1.11,0.85,20.93
27496,24,-3.89,0.92,12.88
59256,11,-7.78,0.84,4.83
753,21,-0.56,0.92,6.44
24801,3,1.67,0.75,28.98
22113,21,0.0,0.75,12.88
48715,23,0.0,0.56,11.27
7184,23,-6.11,0.92,9.66
43437,21,-1.11,0.88,4.83
57151,35,4.01,0.7,5.47
53853,23,-1.67,0.88,3.22
10996,24,-5.0,0.84,11.27
53227,24,-1.11,0.96,6.44
34423,9,3.89,0.85,20.93
44897,13,4.06,0.99,12.53
34123,9,1.11,0.78,14.49
39299,9,2.78,0.76,25.76
59533,23,-6.11,0.88,3.22
7746,12,25.0,0.74,4.83
58937,12,22.73,0.37,23.6
49305,35,15.0,0.9,14.49
5288,12,17.78,0.97,0.0
35965,12,28.89,0.27,9.66
52620,12,27.22,0.32,9.31
47882,12,27.22,0.51,12.88
38421,12,23.89,0.66,17.71
39306,9,27.78,0.38,14.49
45814,9,27.78,0.4,17.71
33519,9,18.89,0.73,20.93
30491,12,16.76,0.86,11.54
28387,9,2.78,0.96,1.61
26591,35,2.78,0.96,8.05
48727,9,4.44,0.82,17.71
48444,33,-3.89,0.92,9.66
31370,12,2.22,0.64,11.27
47009,12,12.22,0.72,16.1
47011,9,14.86,0.47,2.48
51760,9,13.3,0.9,3.4
57769,35,11.65,0.88,2.96
15914,9,12.78,0.9,1.61
3258,35,12.88,0.96,16.16
3260,12,13.89,0.86,3.22
10121,35,20.0,0.73,16.1
35671,35,18.89,0.61,12.88
25116,12,22.78,0.62,8.05
3267,35,12.15,0.94,3.3
7468,12,29.93,0.4,3.27
41710,9,9.91,1.0,0.0
36891,23,-4.97,0.91,7.79
47922,24,-14.01,0.91,3.22
49974,9,5.91,0.99,15.5
22752,11,-0.04,0.96,14.17
8089,13,0.58,0.96,2.85
36601,24,-2.44,0.96,14.12
41401,21,-3.54,0.89,6.21
28135,11,0.0,0.89,3.35
23647,35,1.18,0.85,5.12
42306,11,-8.96,0.78,7.87
32027,12,33.74,0.44,5.52
23066,12,16.46,1.0,6.15
52669,12,17.55,0.97,4.57
2061,12,22.57,0.66,4.11
55992,9,18.97,0.93,2.69
13153,12,22.13,0.49,11.3
23366,12,25.01,0.68,11.21
40002,9,11.61,1.0,6.41
5048,24,-3.03,0.91,3.04
7495,15,5.01,0.67,6.49
190,9,8.01,0.7,11.06
55999,35,16.07,0.88,10.8
32366,9,9.91,1.0,24.73
59577,35,11.09,0.8,27.05
30831,9,14.95,0.83,3.45
56902,9,18.62,0.75,10.18
37219,12,21.11,0.53,20.79
59874,13,2.87,0.99,6.13
33577,35,12.08,0.9,14.12
9270,12,4.88,0.93,3.3
42902,9,8.71,0.89,7.13
24559,9,12.58,0.84,14.22
43494,15,1.16,0.91,6.65
44078,35,6.14,0.79,12.35
56301,12,10.41,0.97,4.07
39086,12,23.84,0.42,9.6
2364,9,22.11,0.35,25.41
23093,15,34.86,0.28,7.84
219,12,22.48,0.76,7.34
19519,9,8.31,0.87,16.84
30562,24,-1.54,0.96,12.4
15647,33,-2.4,0.96,10.87
10480,9,6.87,0.87,7.97
51214,11,-4.91,0.91,7.36
43815,11,-5.0,0.91,5.86
35114,35,1.15,0.89,6.41
34496,11,-0.12,0.85,16.76
46166,33,-0.94,0.86,10.82
26367,33,-2.63,0.97,2.38
23404,12,25.74,0.59,4.83
27272,12,32.18,0.42,12.43
30276,12,16.23,0.77,12.69
44407,9,16.09,1.0,11.21
48526,12,17.33,0.74,7.99
44116,9,15.56,0.86,6.58
20712,12,6.39,0.62,9.8
33300,9,7.54,0.87,10.59
59912,33,-5.47,0.94,7.49
866,35,12.72,0.95,6.55
46783,12,23.52,0.46,18.69
19828,9,27.73,0.35,7.53
29107,12,19.44,0.73,14.02
48253,12,14.64,0.92,5.31
23709,12,2.38,0.84,3.27
46495,24,-1.87,0.92,5.52
45907,24,-2.43,0.93,6.2
9623,35,9.63,0.94,12.86
59627,9,10.47,0.87,11.9
50957,12,15.0,0.6,11.27
21033,12,17.78,0.52,16.1
50644,9,22.78,0.37,14.49
44709,15,19.31,0.4,16.81
29736,9,18.89,0.4,22.54
14703,9,17.22,0.63,22.54
55426,15,13.87,0.76,3.22
24617,15,32.78,0.25,7.2
50367,35,4.89,0.94,7.81
54530,24,-4.98,1.0,9.45
57881,0,0.0,0.75,38.64
19272,24,-9.44,0.84,11.27
4553,11,-7.78,0.51,11.27
15708,21,0.0,0.85,14.49
16319,23,-1.11,0.75,3.22
24029,12,35.07,0.35,12.19
49441,12,26.04,0.58,15.62
50378,9,24.51,0.64,15.65
34562,9,22.97,0.36,21.88
7040,12,14.93,0.88,6.28
9957,15,6.11,0.45,3.22
50977,12,18.89,0.3,3.22
38557,3,9.44,0.54,28.98
48029,35,12.22,0.83,14.49
43292,35,14.97,0.93,1.72
42124,9,10.31,0.93,3.49
33342,9,22.26,0.58,13.96
1229,9,3.25,1.0,2.98
47438,12,4.71,0.9,6.73
37926,9,5.99,0.93,4.6
28235,35,13.96,0.92,3.33
11757,9,15.07,0.86,8.15
32784,9,9.48,0.72,13.38
4579,35,5.02,0.92,14.02
26120,9,23.82,0.62,10.64
19001,12,19.86,0.88,13.49
22894,9,13.36,0.96,6.25
50687,24,-1.09,1.0,9.43
22597,12,3.74,0.64,12.25
19892,24,-4.87,0.92,7.97
37319,9,1.26,0.92,8.97
45058,9,4.91,0.82,9.82
11769,35,2.15,0.92,6.86
3414,9,1.19,0.74,4.65
9979,23,-4.21,0.88,11.01
33084,11,-1.16,0.75,9.24
14469,35,0.29,0.96,5.07
37030,12,1.25,0.62,6.86
4295,15,22.69,0.58,8.37
42717,15,18.77,0.93,6.28
5160,12,26.09,0.37,8.9
39193,12,27.03,0.38,1.77
3422,12,27.6,0.63,4.83
6125,12,23.24,0.86,19.96
22613,35,13.01,0.76,3.43
14176,35,11.07,0.77,15.71
33986,15,10.51,0.87,6.15
27688,12,21.04,0.59,9.74
31552,35,5.0,0.76,14.23
54026,12,7.15,0.89,6.2
5174,13,1.39,0.99,5.14
16381,15,7.1,0.93,0.0
1263,13,10.99,0.93,4.83
46591,12,12.23,0.81,0.23
6771,9,18.69,0.53,11.69
11797,12,18.94,0.42,9.71
4621,15,16.16,0.67,18.14
13319,9,23.91,0.41,17.15
54894,15,17.13,0.76,8.98
42462,12,12.02,0.95,3.91
47479,9,15.37,0.63,17.02
39524,15,16.4,0.54,2.22
45423,12,12.24,0.43,11.13
40426,19,21.24,0.15,2.59
56737,12,3.2,0.79,11.27
3114,12,4.35,0.62,24.39
38624,12,21.13,0.73,20.21
34007,15,23.22,0.47,3.33
45709,9,28.84,0.37,4.83
31570,35,16.04,0.87,9.35
36777,9,16.19,0.87,12.57
58237,35,7.17,0.86,4.3
58559,24,-1.02,0.92,5.09
48630,11,-4.93,0.85,8.05
40431,11,-3.81,0.85,1.9
22636,15,7.89,0.95,15.96
32195,12,2.79,0.77,6.67
55854,15,3.04,0.87,9.52
40438,35,7.76,0.83,9.31
45114,9,13.57,0.8,4.01
26800,12,31.18,0.32,14.54
20532,12,32.29,0.31,14.59
38934,12,27.15,0.45,3.85
11202,15,17.2,0.7,3.43
2220,12,5.67,0.82,14.33
12459,12,2.25,0.82,2.95
58255,12,6.76,0.64,3.03
58256,12,27.41,0.38,20.51
44831,9,14.31,0.9,14.02
1921,12,19.89,0.56,12.69
1924,9,15.12,0.9,2.79
1926,9,17.93,0.28,12.96
48368,15,11.16,0.66,24.01
3152,14,6.09,0.65,34.63
56468,14,7.8,0.58,36.05
43947,9,3.77,0.65,21.77
9148,12,6.36,0.8,15.31
2229,12,12.22,0.35,7.82
25632,15,22.13,0.29,2.87
44262,15,12.81,0.74,2.96
59190,12,17.36,0.62,15.87
52857,9,8.42,0.89,6.67
31287,9,12.79,0.55,1.4
51080,12,16.25,0.57,9.52
5551,9,7.46,0.87,4.03
36806,9,11.13,0.43,9.69
1633,15,28.83,0.25,7.31
13662,12,30.72,0.34,15.76
13385,12,16.56,0.81,3.16
1011,12,17.24,0.67,14.54
13954,9,7.04,0.76,14.7
45156,35,4.91,0.89,14.49
3180,35,5.12,0.86,14.57
59759,24,-5.01,0.92,7.6
10635,35,5.56,0.89,5.65
15516,9,8.87,0.89,19.61
48122,23,-2.78,0.92,3.59
48963,33,0.0,0.64,4.85
6844,9,2.24,0.79,9.53
55577,13,1.13,0.92,9.64
56182,9,4.28,0.8,16.5
1963,15,1.73,0.56,20.45
6850,24,-1.96,1.0,6.2
11236,15,22.0,0.66,5.89
26543,9,17.76,0.9,6.44
706,12,26.11,0.58,14.09
41644,12,20.04,0.84,4.83
28955,12,21.44,0.53,10.69
27762,12,31.06,0.32,5.14
22977,12,13.76,0.73,3.22
33157,12,32.2,0.35,14.07
13966,12,28.88,0.44,7.15
41647,35,18.87,0.71,20.11
21770,12,19.01,0.89,8.11
44288,12,20.58,0.78,10.72
58906,9,23.03,0.7,19.95
17601,9,9.07,0.57,24.58
58628,12,2.55,0.66,11.0
31038,35,4.88,0.92,9.45
10071,12,12.29,0.37,18.76
57129,35,11.03,0.5,20.16
25668,12,11.08,0.76,16.66
59228,9,7.98,0.83,9.42
8295,15,22.18,0.39,3.14
44303,35,6.11,0.8,15.26
22998,12,16.18,0.72,3.22
21789,9,14.97,0.67,9.45
45507,12,14.98,0.79,8.19
31337,35,8.84,0.93,17.08
47570,9,16.96,0.39,2.67
40501,12,9.33,0.78,10.42
38999,13,6.67,1.0,6.44
3537,12,13.89,0.47,8.05
18527,9,27.17,0.37,9.21
52604,12,29.98,0.29,10.18
55002,9,28.89,0.37,9.66
21799,12,16.11,0.78,0.0
46078,12,18.73,0.66,12.28
41672,11,-2.78,0.75,20.77
45205,12,8.78,0.83,16.45
41367,21,-1.11,0.92,8.05
24198,9,2.22,0.92,11.27
25688,35,2.78,0.82,20.93
38095,9,11.19,0.8,11.16
41979,24,-7.66,0.92,3.88
12819,11,-6.11,0.92,8.05
28093,13,5.0,0.93,8.05
441,13,3.89,0.96,6.44
50545,13,17.78,0.93,3.22
4725,12,27.22,0.28,9.66
25696,9,25.0,0.39,22.54
53234,12,22.08,0.77,8.47
31970,9,16.67,0.81,0.0
51431,12,22.12,0.6,11.93
35327,12,15.94,0.95,2.87
29007,25,22.78,0.32,28.98
27515,9,12.78,0.69,16.1
36577,12,8.89,0.49,22.54
14018,35,6.11,0.7,12.88
40532,9,5.73,0.72,7.34
17958,9,8.33,0.89,14.49
34140,3,9.98,0.75,30.32
12554,35,7.78,0.83,22.54
57447,12,10.56,0.83,3.22
42270,15,18.89,0.84,11.27
13747,35,13.14,0.79,5.72
28720,9,17.17,0.44,20.43
12243,12,7.78,0.76,4.83
38437,35,10.0,0.86,0.0
17088,35,2.78,0.82,8.05
35660,13,7.78,0.96,16.1
46718,12,15.56,0.75,0.0
12560,3,6.09,0.87,38.8
25713,35,12.76,0.85,23.57
33539,9,14.44,0.9,14.49
38121,12,12.22,0.5,3.22
9514,12,9.89,0.57,23.65
49329,9,12.78,0.83,8.05
8070,9,25.0,0.33,3.22
47322,15,4.92,0.96,2.59
41394,12,13.89,0.63,12.59
30508,9,4.41,0.88,11.21
26298,12,15.42,1.0,3.2
18890,12,32.22,0.52,4.48
39055,35,2.16,0.85,22.86
23049,11,-4.57,1.0,6.25
12260,35,3.66,1.0,4.83
11955,12,1.65,0.99,6.04
54179,24,-7.45,0.99,1.21
21254,33,-10.31,0.92,3.01
50881,11,-0.14,0.86,6.42
53577,35,3.82,0.82,27.11
39990,23,-2.38,0.56,0.47
55984,12,7.18,0.93,9.48
45263,15,21.04,0.9,3.2
47046,12,32.2,0.49,3.04
29348,9,16.04,0.93,10.95
36285,15,32.22,0.45,9.68
8678,12,20.89,0.81,14.26
9257,9,1.42,0.75,13.93
47950,12,7.85,0.89,9.48
30244,15,13.91,0.54,27.9
53593,12,7.04,0.75,4.15
42594,21,-1.72,0.72,17.48
2948,9,15.05,0.99,8.52
27570,12,7.73,0.77,10.45
44965,9,4.24,0.92,10.59
24563,12,4.77,0.87,15.47
16842,35,15.0,0.67,20.25
54768,35,9.96,1.0,1.9
44674,35,8.87,0.73,6.49
26957,12,10.79,0.69,15.05
3314,9,21.04,0.3,9.45
19514,12,29.88,0.4,14.52
22515,15,25.1,0.62,6.17
1443,9,17.46,0.73,6.68
51515,12,4.82,0.87,13.91
37559,11,-0.03,0.93,7.66
42340,35,3.77,0.9,7.91
40605,9,5.06,0.64,20.5
57229,23,-1.95,0.95,7.86
30856,24,-6.13,0.93,12.24
14988,35,5.11,0.93,5.14
20112,9,1.03,1.0,3.2
27885,23,-2.66,0.92,6.25
50626,21,-5.44,0.96,8.55
47377,15,0.11,0.81,11.09
57234,12,32.24,0.51,20.17
15980,12,27.17,0.54,11.13
30277,12,16.69,0.93,2.85
3644,35,17.2,0.97,6.44
41462,12,9.92,0.99,0.52
2697,12,18.87,0.84,6.31
17167,9,31.02,0.39,12.32
35438,12,19.79,0.91,6.28
17737,9,18.8,0.84,5.12
41767,35,1.58,0.78,6.13
54810,12,6.67,0.89,16.94
23117,15,10.33,0.68,10.16
13209,9,15.22,0.65,0.82
58451,9,7.24,0.79,7.91
24310,24,-0.02,0.99,5.23
46784,12,20.05,0.59,9.24
33619,12,17.11,0.72,0.0
17741,12,13.64,0.87,6.44
8423,12,16.98,0.82,7.82
8147,12,4.9,0.86,4.56
8148,13,0.1,0.93,1.96
24600,35,2.07,0.71,1.42
42366,12,4.76,0.92,8.08
25487,33,-0.42,0.89,10.75
19839,15,17.24,0.55,4.6
32733,35,8.3,0.8,16.55
56339,13,7.73,0.93,6.42
29117,9,4.97,0.82,2.67
50352,12,10.56,0.89,3.35
27004,12,20.02,0.46,9.08
29734,12,12.31,0.83,3.2
55751,15,8.49,0.85,3.35
34817,12,10.0,0.8,11.27
24322,12,11.11,0.86,4.83
55421,9,10.8,0.76,6.2
47408,12,16.29,0.54,10.5
16308,15,26.03,0.24,6.09
33032,12,13.68,0.7,2.96
31468,12,29.96,0.48,9.39
35471,21,-5.99,0.81,1.87
11408,35,1.04,0.93,10.74
29743,23,-0.1,0.69,8.05
46216,21,-11.08,0.82,4.73
29753,33,-10.56,0.76,3.22
3379,12,16.72,0.78,3.22
15401,12,20.02,0.54,5.31
29149,9,22.21,0.81,6.1
50975,12,17.22,0.63,9.52
31200,9,11.8,0.9,6.36
18379,12,17.3,0.87,6.09
53981,14,10.97,0.51,35.48
31499,12,15.0,0.29,9.66
33669,9,20.0,0.32,4.83
28852,12,11.67,0.5,14.49
52137,35,18.89,0.84,14.49
14727,25,12.18,0.86,38.87
52464,35,3.58,0.96,10.32
42689,9,8.87,0.96,13.99
7051,12,11.99,0.73,15.05
55455,35,13.79,0.6,9.66
49143,9,17.38,0.67,3.86
31511,9,10.44,0.83,2.64
36111,12,13.77,0.78,4.15
12064,9,9.56,0.8,6.49
10245,13,10.12,0.99,2.25
40950,9,21.09,0.46,21.96
31823,9,21.07,0.68,10.45
1858,9,15.2,0.93,7.71
52478,35,11.64,0.95,3.33
25554,13,1.12,0.96,11.13
8195,24,-2.24,1.0,0.0
24368,12,4.76,0.92,10.56
32140,12,13.0,0.72,12.65
18713,11,-1.9,0.89,9.64
45674,9,3.07,0.82,10.61
37942,11,-3.93,0.78,9.39
47453,11,-7.21,0.67,25.71
33687,11,-2.05,0.88,15.13
39492,35,3.94,0.92,7.94
43603,23,-1.16,0.81,2.99
35838,12,12.71,0.86,6.41
3418,15,18.78,0.93,3.22
54293,9,11.08,0.77,8.42
7624,35,17.28,0.43,9.11
23188,9,20.39,0.61,4.8
1559,12,32.29,0.42,12.75
18729,35,9.98,0.93,13.07
45071,24,-0.99,0.92,28.75
48885,35,0.61,0.89,3.59
31542,9,6.12,0.69,10.64
44495,15,3.24,0.82,11.06
52168,12,6.6,0.74,23.17
46262,12,22.76,0.57,12.4
35855,35,10.56,0.96,6.23
39513,12,16.16,0.58,13.91
10287,13,9.93,0.93,10.93
44210,12,9.97,0.78,15.33
3440,13,2.27,0.96,0.0
13313,9,17.04,0.81,3.04
10588,15,7.76,0.66,14.1
58835,15,23.84,0.48,20.74
44509,12,26.09,0.37,17.48
58229,12,5.56,0.65,6.18
39821,12,7.76,0.89,10.9
15775,15,4.55,0.69,11.16
10884,9,13.26,0.51,7.89
33104,12,21.25,0.38,1.47
51038,9,29.87,0.33,16.79
16094,15,27.64,0.39,19.95
12436,35,16.06,0.72,12.45
58844,23,-0.14,0.64,7.66
49856,11,-3.89,0.85,1.66
47784,27,8.83,0.65,47.53
50742,35,8.89,0.77,10.9
19057,12,2.15,0.85,8.37
16992,9,9.96,0.71,19.98
29534,9,15.67,0.71,6.01
32532,9,23.66,0.33,20.82
18156,15,17.71,0.7,3.85
54056,15,37.27,0.17,14.14
13634,12,38.72,0.17,9.11
38334,9,23.6,0.51,27.84
28287,15,17.74,0.68,0.0
42187,12,13.06,0.76,14.54
14519,9,16.87,0.87,12.93
15142,15,6.27,0.86,3.74
5846,12,6.22,0.78,9.53
25012,9,7.22,0.93,8.15
20826,12,10.05,0.53,9.87
2556,12,14.76,0.74,2.48
41607,12,19.11,0.54,14.01
32845,15,15.14,0.26,8.9
34341,15,27.83,0.48,4.77
10620,12,17.8,0.82,6.63
45130,9,27.2,0.47,8.34
15495,12,22.8,0.38,4.7
32847,9,12.22,0.8,9.53
28929,12,5.09,0.64,24.65
37394,35,4.85,0.83,4.22
56161,12,9.29,0.87,6.84
11526,12,15.0,0.42,10.84
30716,9,10.86,0.8,16.99
57380,13,10.0,0.93,5.41
12476,15,12.04,0.82,16.47
39570,15,8.27,0.78,4.01
53774,12,10.97,0.67,1.53
22957,12,10.85,0.83,22.07
15166,9,16.52,0.77,10.67
11536,35,10.03,0.71,14.09
8853,12,12.87,0.75,12.75
36485,12,12.89,0.64,12.35
1631,12,10.99,0.86,11.08
43374,35,10.62,0.79,13.09
35906,15,7.86,0.75,11.22
42498,12,18.83,0.44,10.56
16728,12,15.14,0.68,3.77
38682,15,18.78,0.69,9.53
21461,9,3.92,0.83,12.49
54364,35,5.02,0.88,17.79
14236,13,7.13,0.93,7.92
30431,12,0.03,0.86,4.65
10051,9,2.78,0.68,2.83
53177,21,-0.96,0.82,16.86
29255,15,6.94,0.62,0.84
44571,12,3.37,0.82,6.73
46333,12,6.77,0.69,10.84
11233,33,-3.31,0.92,6.42
39266,35,13.87,0.9,7.28
56814,12,27.8,0.27,9.39
4971,9,28.57,0.35,2.75
25051,12,23.77,0.58,16.86
43091,9,16.74,0.96,7.63
3509,9,15.44,0.93,3.22
46341,12,20.61,0.73,8.76
42804,9,12.12,0.62,0.52
38384,9,8.06,0.75,27.16
54116,15,12.91,0.53,4.51
18211,21,-0.17,0.66,23.15
5256,35,6.57,0.7,3.61
54118,35,17.32,0.8,11.21
42808,12,20.02,0.63,12.64
3519,12,19.23,0.76,7.55
43991,15,29.03,0.43,10.84
18833,13,3.53,0.93,6.34
26241,12,10.12,0.82,9.32
8302,9,2.36,0.83,10.79
8887,12,9.95,0.5,20.3
58307,9,6.07,0.86,13.86
20876,15,12.73,0.83,9.35
45185,9,17.78,0.57,27.98
46068,35,10.06,0.82,13.25
53211,12,20.02,0.57,11.01
28667,9,10.94,0.73,3.4
11256,12,20.99,0.42,16.08
8893,9,9.95,0.83,16.18
51401,9,10.01,0.93,4.6
44308,13,7.43,0.93,6.42
44001,9,13.77,0.65,0.0
12211,12,7.22,0.79,3.22
15876,12,16.11,0.52,20.93
10371,12,17.78,0.78,14.49
28674,35,21.16,0.81,5.89
14883,12,34.78,0.27,12.8
10982,15,30.0,0.25,11.27
41668,9,21.11,0.79,11.27
29295,12,33.89,0.27,11.27
52607,12,23.7,0.68,9.26
15884,15,17.78,0.9,6.44
6892,12,27.22,0.32,14.49
54406,11,-3.33,0.92,14.49
12222,13,3.06,1.0,3.22
34111,13,3.92,0.96,5.1
13429,35,0.07,0.85,21.94
21198,21,-3.89,0.78,14.49
56847,35,1.67,0.82,11.27
52915,21,-7.22,0.8,11.27
49012,9,12.78,0.69,22.54
13098,11,-1.11,0.88,6.44
56234,33,-2.78,0.71,1.61
47588,35,1.06,0.8,16.12
29615,21,-2.78,0.71,4.83
47875,11,-5.0,0.84,3.22
40522,9,27.1,0.32,7.7
28701,12,25.03,0.31,23.23
22432,12,21.37,0.82,6.34
49308,12,27.22,0.44,11.27
25700,12,29.86,0.37,9.31
6579,9,22.78,0.73,11.27
13733,12,17.4,0.94,7.99
770,12,17.22,0.87,4.83
45530,12,27.78,0.35,9.66
5945,12,0.57,0.86,17.68
43156,12,16.11,0.31,24.15
18556,12,28.89,0.33,12.88
55954,12,27.03,0.34,12.59
8639,15,15.56,0.75,6.44
57453,9,8.89,0.89,1.61
778,35,2.31,0.66,20.32
23929,9,4.69,0.78,8.92
45237,15,2.62,0.89,13.96
42558,9,16.11,0.78,16.1
29025,9,18.89,0.65,11.27
35057,15,15.0,0.72,0.0
49967,12,15.56,0.67,6.44
39649,25,23.89,0.38,30.59
32330,12,17.22,0.58,20.93
41107,9,13.96,0.87,4.73
15282,9,21.32,0.66,4.8
38446,9,23.67,0.55,4.85
41709,12,32.04,0.51,7.84
22462,12,23.79,0.69,8.02
4753,23,-5.16,0.92,4.73
7785,24,-7.62,0.95,12.24
44936,9,2.15,1.0,13.46
29657,35,1.09,0.92,12.53
32017,33,-10.34,0.92,3.78
30813,35,2.98,0.81,22.99
20081,24,-1.3,0.93,3.98
20956,11,-5.0,0.69,7.97
